faoID,simpleName,primary,faoName,faoGroupID,faoGroupName,canonicalName,definition
310230,ammonium nitrate,FALSE,Ammonium nitrate,22,fertilizers,NA,"(NH4NO3), is produced by neutralizing nitric acid (HNO3) with ammonia (NH3). Ammonium nitrate may be in white or off-white granular or prilled form and coated with a suitable material to prevent absorption of moisture and caking in storage. Pure ammonium nitrate may have a total nitrogen content of about 35%, of which one-half is present as ammoniac nitrogen and the other half as nitrate nitrogen."
310240,calcium ammonium nitrate,FALSE,Calcium ammonium nitrate,22,fertilizers,NA,"NH4NO3+CaCO3, is produced from ammonium nitrate and finely pulverized calcium carbonate (CACO3). It contains not less than 20.5% and up to 28% of nitrogen, half of which is in the form of ammoniac nitrogen and the other half in the form of nitrate nitrogen. It is produced as white, off-white or grey granules or prills."
310280,urea and ammonium nitrate solutions,FALSE,Urea and ammonium nitrate solutions,22,fertilizers,NA,Are produced from concentrated solutions of urea and ammonium nitrate by chemical or blending processes.
3103,phosphate fertilizers (p205 total nutrients),FALSE,Phosphate Fertilizers (P205 total nutrients),22,fertilizers,NA,No definition available.
310310,superphosphate,FALSE,Superphosphate,22,fertilizers,NA,Superphosphate is a fertilizer produced by the action of concentrated sulfuric acid on powdered phosphate rock.
31031010,superphosphate above 35%,FALSE,Superphosphate above 35%,22,pesticides,NA,Is produced by the action of sulphuric and phosphoric acids on ground phosphate rock.
31031090,superphosphate other,FALSE,Superphosphate other,22,pesticides,NA,Is produced by the action of concentrated sulphuric acid on ground phosphate rock.
3104,potash fertilizers (k20 total nutrients),FALSE,Potash Fertilizers (K20 total nutrients),22,fertilizers,NA,No definition available.
310420,potassium chloride (muriate of potash),FALSE,Potassium chloride (Muriate of potash),22,fertilizers,NA,"Is refined from mined, low-grade naturally occurring ores as the mineral sylvite and in combination with sodium chloride as sylvinite. Potassium chloride contains from about 48 to 62 % K20."
310430,potassium sulphate,FALSE,Potassium sulphate,22,fertilizers,NA,Is a white crystalline salt and contains 48 to 52 per cent potash (K20). Potassium sulfate can be extracted from naturally occurring brines or by the decomposition of potassium chloride with sulfuric acid.
310500,other np compounds,FALSE,Other NP compounds,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compounds may also include some AN grades with small amounts of phosphates."
310510,npk complex <= 10kg,FALSE,NPK complex <= 10kg,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310520,npk complex >10kg,FALSE,NPK complex >10kg,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310530,diammonium phosphate (dap),FALSE,Diammonium phosphate (DAP),22,fertilizers,NA,"(NH4)2HPO4, is produced by evaporating a solution of phosphoric acid with excess of ammonia."
310540,monoammonium phosphate (map),FALSE,Monoammonium phosphate (MAP),22,fertilizers,NA,"NH4H2PO4, is formed when a solution of phosphoric acid is added to ammonia until the solution is distinctly acid."
310551,other nitrogen & phosphates compounds,FALSE,Other nitrogen & phosphates compounds,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compound may also include some AN grades with small amounts of phosphates."
310559,other nitrogen & phosphorus compounds,FALSE,Other nitrogen & phosphorus compounds,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compound may also include some AN grades with small amounts of phosphates."
310560,pk compounds,FALSE,PK compounds,22,fertilizers,NA,These comprise mixtures of superphosphate or basic slag or ground phosphate rock with straight potash products. PK compounds produced as a result of a chemical reaction are not produced for fertilizer usage.
310610,npk complex,FALSE,NPK complex,22,fertilizers,NA,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310620,npk blends,FALSE,NPK blends,22,fertilizers,NA,Consist of two or more intermediate granular fertilizer materials of matching physical characteristics blended together.
9999,test,FALSE,test,NA,NA,NA,Test
